race,gender,date,zip,income,type,term,interest,principal,approved,adj_bls_2,id
Other,Female,2016-11-01,60625.0,86517.0,Home,180,0.8554306078339013,798237,False,0.41,291
Other,Male,2017-07-01,60626.0,40247.0,Auto,60,5.645225534596237,22766,False,1.15,292
Hispanic/Latino,Female,2012-08-01,60623.0,56698.678468899525,Personal,24,12.548678406556972,128149,True,0.13,293
Other,Female,2018-05-01,60626.0,66791.0,Home,360,8.143439062567621,511060,True,1.7,294
Black,Female,2012-09-01,60637.0,35789.0,Home,300,3.161560094058971,259448,False,0.14,295
White,Female,2014-02-01,60625.0,60502.0,Home,240,0.3943449492020622,403944,False,0.07,296
Hispanic/Latino,Male,2017-10-01,60623.0,48700.0,Auto,72,7.900808180068363,30940,False,1.15,297
Black,Male,2017-04-01,60623.0,47000.0,Personal,12,5.733148600246635,40642,True,0.9,298
White,Female,2016-07-01,60637.0,54770.0,Personal,24,17.384574664218967,30021,True,0.39,299
White,Male,2016-08-01,60614.0,130716.0,Auto,84,3.830447899933759,33378,True,0.4,300
Asian,Female,2017-08-01,60611.0,56698.678468899525,Home,300,5.584187786971453,532049,True,1.16,301
Black,Male,2017-06-01,60626.0,129512.0,Home,360,5.87227886080629,825827,True,1.04,302
White,Female,2015-11-01,60615.0,3538.0,Home,300,2.297681958757663,22103,False,0.12,303
White,Male,2015-03-01,60611.0,45760.0,Home,240,3.893695148102894,354868,False,0.11,304
Black,Female,2016-05-01,60626.0,1812.0,Home,180,2.54130484200304,14439,False,0.37,305
Hispanic/Latino,Male,2018-03-01,60625.0,12695.0,Personal,24,6.824813686669257,14329,False,1.51,306
Asian,Female,2016-06-01,60625.0,73230.0,Home,360,1.543782069879558,448593,True,0.38,307
Other,Male,2016-04-01,60637.0,81431.0,Auto,72,5.558272445873914,48404,False,0.37,308
White,Female,2016-12-01,60611.0,77102.0,Home,240,1.9054782142454911,658063,False,0.54,309
Black,Male,2017-04-01,60637.0,44839.0,Auto,72,5.520821822323907,34994,False,0.9,310
Black,Male,2016-01-01,60623.0,41344.0,Auto,84,5.418301778725522,16172,False,0.34,311
Other,Male,2015-06-01,60625.0,4174.0,Personal,18,13.127306836430533,6225,False,0.13,312
Other,Male,2013-04-01,60615.0,21733.0,Home,360,3.4181834150027286,179851,False,0.15,313
Black,Male,2017-07-01,60615.0,61483.0,Auto,72,5.592395446881383,38245,False,1.15,314
Black,Female,2018-06-01,60615.0,56698.678468899525,Personal,24,9.658455300003968,71093,True,1.82,315
White,Male,2015-08-01,60626.0,71590.0,Home,360,2.4314473049141765,542773,False,0.14,316
Black,Male,2015-03-01,60625.0,127411.0,Home,360,7.618554620101337,1012108,True,0.11,317
White,Male,2016-03-01,60625.0,299486.0,Auto,84,6.038851661626998,101184,True,0.36,318
White,Male,2018-03-01,60614.0,74273.0,Auto,72,7.019738542753953,7515,True,1.51,319
Hispanic/Latino,Male,2018-10-01,60625.0,2864.0,Personal,12,12.800205691977446,3550,False,2.19,320
White,Male,2017-05-01,60614.0,167789.0,Personal,24,21.564365757166787,137416,True,0.91,321
Other,Male,2018-04-01,60626.0,71560.0,Home,240,9.260076364830068,543545,False,1.69,322
Black,Female,2018-09-01,60623.0,28446.0,Auto,60,5.17663257255741,10411,False,1.95,323
Other,Female,2017-04-01,60625.0,56698.678468899525,Home,240,6.55698287004112,232770,True,0.9,324
White,Male,2016-05-01,60615.0,9373.0,Personal,12,0.6949326800805932,16195,False,0.37,325
Asian,Male,2017-03-01,60625.0,56698.678468899525,Home,360,2.064784606942994,570381,True,0.79,326
Hispanic/Latino,Female,2017-04-01,60623.0,27033.0,Home,360,4.4354230116983375,182176,False,0.9,327
Other,Female,2018-12-01,60637.0,39818.0,Auto,72,6.244081485241208,27890,False,2.27,328
Black,Female,2013-07-01,60615.0,86745.0,Home,300,1.541900003430654,650206,False,0.09,329
Other,Female,2014-05-01,60625.0,75711.0,Home,180,1.9642959985297372,536420,False,0.09,330
Black,Male,2018-02-01,60615.0,82319.0,Home,300,3.034457188393845,540719,False,1.42,331
White,Male,2012-05-01,60625.0,38148.0,Personal,12,16.253256041323965,36141,True,0.16,332
White,Female,2016-05-01,60611.0,60695.0,Personal,60,11.008222689657815,66416,True,0.37,333
Other,Male,2014-12-01,60625.0,73428.0,Home,360,1.971636840473026,468738,True,0.12,334
Other,Male,2017-02-01,60623.0,53004.0,Auto,72,5.539405055589723,45296,False,0.66,335
Other,Female,2013-12-01,60625.0,124745.0,Home,240,2.9162021365761315,818866,True,0.09,336
,Male,2015-08-01,60615.0,60350.0,Auto,60,4.935792432245809,12873,False,0.14,337
White,Male,2015-11-01,60625.0,126.0,Home,300,1.1269521115818666,814,False,0.12,338
Black,Female,2018-09-01,60623.0,17882.0,Personal,18,2.287140079917818,3291,False,1.95,339
Hispanic/Latino,Female,2014-11-01,60623.0,51149.0,Auto,72,4.77145593512131,30260,False,0.09,340
Other,Male,2013-10-01,60626.0,90456.0,Home,300,3.854214625006743,798435,True,0.09,341
Black,Female,2017-12-01,60615.0,19515.0,Home,180,5.063938473640978,147622,False,1.3,342
Hispanic/Latino,Female,2018-10-01,60623.0,992.0,Auto,84,4.675051212414953,15760,False,2.19,343
White,Male,2015-08-01,60614.0,200119.0,Auto,72,5.728454883062071,224200,True,0.14,344
Black,Female,2016-11-01,60626.0,9137.0,Personal,48,3.6586203621767934,6361,False,0.41,345
Hispanic/Latino,Male,2018-11-01,60625.0,58040.0,Auto,72,7.0699440995033545,36879,True,2.2,346
Black,Male,2013-09-01,60637.0,81577.0,Auto,84,4.138426867043162,83941,False,0.08,347
Black,Male,2013-06-01,60637.0,34822.0,Personal,18,12.808252127765892,60275,True,0.09,348
Black,Female,2015-06-01,60623.0,34688.0,Home,360,2.893282266413479,222120,False,0.13,349
Black,Female,2011-03-01,60615.0,56864.0,Auto,84,5.350320403452674,21155,False,0.14,350
White,Female,2014-10-01,60614.0,66961.0,Home,240,4.191794479564184,344625,True,0.09,351
Black,Male,2017-10-01,60623.0,59157.0,Auto,60,6.46572207284888,14391,False,1.15,352
Black,Female,2018-02-01,60615.0,10335.0,Auto,72,5.1051420030289805,3848,False,1.42,353
Other,Male,2011-07-01,60626.0,72462.0,Auto,72,6.131189392333392,60254,False,0.07,354
Other,Male,2014-02-01,60637.0,70553.0,Home,360,2.7528316611434485,566977,False,0.07,355
Black,Female,2018-11-01,60623.0,36489.0,Auto,84,8.006617167592754,6451,False,2.2,356
White,Female,2013-04-01,60625.0,88733.0,Home,360,5.420550920179172,641463,True,0.15,357
Hispanic/Latino,Female,2016-04-01,60626.0,56698.678468899525,Home,360,5.44642404684646,576342,True,0.37,358
Black,Female,2015-06-01,60622.153968253966,35385.0,Home,300,3.314632091519706,226809,False,0.13,359
White,Male,2018-11-01,60615.0,84920.0,Home,180,5.557743054311359,550175,False,2.2,360
Other,Female,2011-08-01,60637.0,14070.0,Personal,12,19.193099467101057,21182,True,0.1,361
Black,Female,2017-04-01,60614.0,56698.678468899525,Auto,60,5.78643571016928,8241,True,0.9,362
Black,Female,2016-02-01,60626.0,2658.0,Personal,24,5.803977515326029,782,False,0.38,363
Black,Female,2015-09-01,60626.0,35386.0,Auto,60,2.5286372072851604,16911,False,0.14,364
White,Female,2018-11-01,60615.0,39739.0,Personal,24,10.152443983016417,39263,True,2.2,365
White,Female,2018-06-01,60611.0,101407.0,Home,360,4.422228841614621,824142,True,1.82,366
White,Male,2016-11-01,60614.0,76344.0,Home,300,3.3306780803007894,613305,True,0.41,367
White,Male,2016-01-01,60625.0,3067.0,Personal,60,13.624455863625172,4848,True,0.34,368
Black,Female,2017-03-01,60622.153968253966,35997.0,Auto,72,4.838294322324324,25282,False,0.79,369
Black,Male,2013-12-01,60637.0,9742.0,Home,240,3.405351655735802,67887,False,0.09,370
Hispanic/Latino,Female,2016-11-01,60625.0,109148.0,Home,240,1.7464245860945804,859827,False,0.41,371
Black,Female,2013-04-01,60626.0,74083.0,Home,360,2.0773632242193445,498749,False,0.15,372
Hispanic/Latino,Male,2011-06-01,60625.0,56698.678468899525,Home,360,4.813727891886612,397800,True,0.09,373
White,Female,2012-02-01,60615.0,23178.0,Personal,18,12.504255690083886,36619,True,0.1,374
Asian,Female,2016-06-01,60615.0,32216.0,Auto,72,5.1436583240609774,15767,False,0.38,375
White,Female,2011-10-01,60625.0,25350.0,Home,360,3.2541227919700693,145166,True,0.07,376
Other,Female,2016-01-01,60614.0,56698.678468899525,Home,360,4.160949928337668,773494,True,0.34,377
White,Female,2014-11-01,60611.0,56698.678468899525,Auto,84,3.7012567553960825,9188,True,0.09,378
Asian,Female,2011-03-01,60625.0,56698.678468899525,Home,360,2.86278175624448,1220574,True,0.14,379
Black,Female,2016-04-01,60615.0,42962.0,Home,300,0.923042585571256,364121,False,0.37,380
Other,Male,2018-01-01,60625.0,50107.0,Home,240,1.8828080701077683,314745,False,1.41,381
Hispanic/Latino,Male,2013-03-01,60623.0,5494.0,Personal,18,5.982489296310787,6986,False,0.14,382
Hispanic/Latino,Male,2014-12-01,60623.0,25823.0,Home,300,1.0172512040140589,167586,False,0.12,383
Other,Male,2018-11-01,60637.0,27844.0,Auto,72,6.655115315167017,46937,False,2.2,384
White,Male,2013-11-01,60611.0,79274.0,Auto,84,4.4221261297238215,56925,True,0.08,385
Black,Male,2016-01-01,60622.153968253966,28906.0,Personal,60,5.913504276299562,36883,True,0.34,386
,Male,2011-03-01,60611.0,156202.0,Auto,72,5.87776763095926,1019,False,0.14,387
White,Female,2017-11-01,60625.0,56698.678468899525,Auto,72,6.097132693281871,17159,True,1.16,388
Hispanic/Latino,Male,2013-09-01,60626.0,13501.0,Auto,72,3.671975477440316,7966,False,0.08,389
Black,Male,2015-03-01,60625.0,121477.0,Home,360,3.1840339373040094,873135,True,0.11,390
Black,Male,2015-10-01,60625.0,17918.0,Personal,60,8.190942692919597,20324,True,0.12,391
White,Male,2018-03-01,60614.0,329941.0,Auto,84,3.978488338739786,349635,True,1.51,392
Hispanic/Latino,Male,2015-11-01,60615.0,89410.0,Home,300,1.7931501985224516,533825,False,0.12,393
Asian,Male,2013-04-01,60611.0,629.0,Auto,84,4.995348648353808,15152,False,0.15,394
Black,Male,2016-04-01,60623.0,48679.0,Personal,12,21.19176173621101,41467,True,0.37,395
Other,Male,2015-09-01,60615.0,42247.0,Auto,84,6.083950477544289,49509,False,0.14,396
Black,Male,2016-07-01,60637.0,102194.0,Home,240,1.4427639109847543,592361,False,0.39,397
Black,Female,2016-03-01,60623.0,21092.0,Auto,84,5.335002326607182,14108,False,0.36,398
Other,Female,2013-08-01,60614.0,59204.0,Home,180,2.7420168682242365,434869,False,0.08,399
White,Male,2017-09-01,60614.0,52176.0,Personal,60,9.336209884567864,46616,False,1.15,400
Other,Female,2011-03-01,60637.0,16048.0,Auto,72,5.30039271217263,18474,False,0.14,401
Hispanic/Latino,Female,2018-08-01,60626.0,50383.0,Auto,84,6.234242252069713,36329,False,1.91,402
White,Male,2017-03-01,60611.0,189741.0,Home,300,6.176299048144986,1343481,True,0.79,403
Black,Male,2013-08-01,60623.0,73698.0,Personal,18,8.446364218289542,93899,True,0.08,404
Black,Female,2015-04-01,60623.0,57353.0,Home,300,1.073120867396387,405753,False,0.12,405
Black,Female,2018-02-01,60623.0,56698.678468899525,Personal,24,18.38858420993109,36143,True,1.42,406
Black,Male,2013-09-01,60625.0,22656.0,Personal,18,15.592159691349847,32641,True,0.08,407
Hispanic/Latino,Male,2017-05-01,60623.0,14342.0,Auto,72,5.9498883584468185,16955,False,0.91,408
Hispanic/Latino,Male,2012-03-01,60623.0,20919.0,Auto,84,7.064220985838372,26701,False,0.13,409
Black,Male,2018-08-01,60615.0,114606.0,Auto,72,6.05813002527402,9131,False,1.91,410
White,Female,2017-01-01,60614.0,92099.0,Personal,60,13.720472811144694,74963,False,0.65,411
Black,Male,2015-01-01,60625.0,104679.0,Home,360,4.916286083463166,677265,True,0.11,412
Black,Male,2017-12-01,60623.0,98328.0,Auto,84,6.355524466930707,44913,True,1.3,413
Asian,Male,2017-12-01,60625.0,34778.0,Auto,72,6.530796139554902,34420,True,1.3,414
Black,Female,2016-12-01,60622.153968253966,48235.0,Auto,72,3.824858604931277,17935,False,0.54,415
Black,Female,2012-08-01,60623.0,29690.0,Auto,72,5.624324564531347,666,False,0.13,416
Hispanic/Latino,Male,2016-01-01,60626.0,56698.678468899525,Personal,18,7.191772264366823,51954,True,0.34,417
White,Male,2016-04-01,60614.0,53120.0,Personal,18,24.226249111369714,51673,True,0.37,418
White,Female,2013-11-01,60625.0,56698.678468899525,Home,300,3.629660077995651,165579,True,0.08,419
Hispanic/Latino,Female,2014-06-01,60623.0,13638.0,Auto,72,6.593189609916378,2636,False,0.1,420
Black,Female,2017-12-01,60637.0,27757.0,Auto,60,6.3076089391796994,3283,False,1.3,421
White,Male,2017-11-01,60614.0,13574.0,Personal,60,14.969271993573386,18486,True,1.16,422
Black,Male,2016-08-01,60637.0,102350.0,Home,360,1.5392591053237976,798843,False,0.4,423
White,Male,2011-06-01,60614.0,37449.0,Home,240,0.5961180103963769,202442,False,0.09,424
White,Male,2012-03-01,60614.0,121383.0,Auto,72,5.266428887684088,39448,True,0.13,425
White,Male,2015-03-01,60614.0,77822.0,Home,240,1.973606016702763,592356,True,0.11,426
,Female,2017-06-01,60615.0,25201.0,Home,300,1.1184414737733448,155990,False,1.04,427
White,Female,2013-01-01,60611.0,93594.0,Home,180,0.4181822516582162,522159,False,0.14,428
Hispanic/Latino,Male,2012-12-01,60623.0,26678.0,Auto,72,4.9354547099880826,18373,False,0.16,429
Hispanic/Latino,Male,2018-03-01,60623.0,41398.0,Auto,72,7.957191506631849,20209,True,1.51,430
White,Female,2012-10-01,60614.0,56698.678468899525,Auto,72,5.3073338720614975,44486,True,0.16,431
White,Male,2011-11-01,60614.0,82927.0,Home,300,1.9391238010480627,575908,True,0.08,432
Black,Non-Binary,2013-04-01,60623.0,36379.0,Personal,24,4.880426908850996,36930,True,0.15,433
White,Female,2015-10-01,60625.0,56698.678468899525,Auto,60,4.180001320336386,23339,True,0.12,434
White,Female,2016-01-01,60626.0,49316.0,Auto,72,4.877349760493687,9207,False,0.34,435
Hispanic/Latino,Male,2011-10-01,60623.0,56698.678468899525,Home,300,3.583314386183807,538428,False,0.07,436
Black,Female,2014-05-01,60615.0,7591.0,Personal,48,5.532879059387824,6762,False,0.09,437
Other,Male,2018-12-01,60614.0,116217.0,Auto,60,6.001161471052348,36451,True,2.27,438
Black,Male,2018-08-01,60615.0,57330.0,Home,180,3.880061624494393,375931,False,1.91,439
Other,Female,2013-03-01,60625.0,56698.678468899525,Home,360,1.151421879249528,602059,True,0.14,440
Other,Female,2016-08-01,60615.0,56698.678468899525,Personal,48,4.489310715266354,43579,True,0.4,441
Black,Male,2016-03-01,60615.0,28112.0,Auto,72,6.217101115705287,34743,False,0.36,442
White,Female,2013-08-01,60611.0,56698.678468899525,Personal,18,12.541741385013763,14738,True,0.08,443
Black,Female,2015-06-01,60626.0,54917.0,Personal,60,19.23367121019323,11754,False,0.13,444
Hispanic/Latino,Female,2015-11-01,60625.0,51237.0,Home,240,1.584069487334545,382534,False,0.12,445
Black,Female,2016-09-01,60637.0,57515.0,Home,240,6.4406219159053695,387204,False,0.4,446
White,Female,2015-01-01,60637.0,88712.0,Home,360,1.9976261558025592,665398,False,0.11,447
Black,Female,2017-12-01,60637.0,56698.678468899525,Personal,48,2.9808674079406634,19032,True,1.3,448
Other,Male,2018-03-01,60615.0,126398.0,Auto,72,6.60869712670346,66587,True,1.51,449
White,Male,2015-08-01,60614.0,107306.0,Home,360,2.4333118086517813,854103,True,0.14,450
Black,Female,2015-03-01,60615.0,56698.678468899525,Auto,72,4.850133821292279,15666,False,0.11,451
Other,Female,2016-04-01,60625.0,55621.0,Auto,84,5.948825220736283,3807,False,0.37,452
Other,Female,2012-05-01,60626.0,57419.0,Home,360,0.8402318857614736,473968,False,0.16,453
Asian,Male,2016-11-01,60615.0,115207.0,Auto,84,5.371382483654314,91440,False,0.41,454
Asian,Female,2016-10-01,60637.0,18000.0,Home,300,2.731636451124713,120332,False,0.4,455
White,Female,2015-11-01,60615.0,87733.0,Home,360,4.307337524250772,579583,False,0.12,456
White,Male,2017-03-01,60625.0,108722.0,Auto,84,5.182509706660558,107046,True,0.79,457
Other,Male,2018-04-01,60611.0,263923.0,Auto,84,8.747031878688938,67088,True,1.69,458
White,Female,2013-04-01,60625.0,112684.0,Home,240,4.130032393711497,822553,True,0.15,459
Black,Male,2013-07-01,60615.0,44269.0,Auto,72,4.722096752197466,23657,False,0.09,460
Hispanic/Latino,Female,2014-09-01,60625.0,56698.678468899525,Auto,72,7.061542245751031,12233,True,0.09,461
White,,2015-12-01,60614.0,111631.0,Home,360,2.7935760960170803,825891,True,0.24,462
Hispanic/Latino,Female,2016-10-01,60623.0,34289.0,Auto,84,5.323235409285085,19977,False,0.4,463
Black,Male,2011-09-01,60637.0,7338.0,Auto,60,5.113579083847121,13112,False,0.08,464
Black,Male,2018-02-01,60637.0,18732.0,Personal,60,16.037333706844485,25603,True,1.42,465
White,,2016-02-01,60625.0,56698.678468899525,Auto,60,3.5337471920706447,12652,True,0.38,466
Black,Female,2013-01-01,60622.153968253966,56698.678468899525,Home,180,7.006678140326097,448189,False,0.14,467
Black,Male,2016-06-01,60623.0,62321.0,Home,360,1.3648322538059734,358476,False,0.38,468
Black,Female,2014-06-01,60637.0,56698.678468899525,Personal,24,15.001372317361223,21704,True,0.1,469
Asian,Female,2017-07-01,60614.0,194273.0,Auto,60,7.54585977736356,161341,True,1.15,470
White,Male,2015-04-01,60614.0,78145.0,Home,240,2.880899715184917,640166,False,0.12,471
White,Female,2013-06-01,60611.0,1768.0,Auto,60,4.093703456807315,15475,False,0.09,472
Hispanic/Latino,Male,2018-09-01,60623.0,37181.0,Home,360,5.850299853423764,269030,False,1.95,473
White,Male,2018-03-01,60614.0,56698.678468899525,Home,240,4.878488025381343,583235,True,1.51,474
Black,Female,2012-02-01,60615.0,2123.0,Auto,84,5.189486271316556,13651,False,0.1,475
White,Male,2018-12-01,60625.0,76996.0,Auto,84,8.126387259540673,24980,True,2.27,476
Black,Male,2016-06-01,60615.0,111292.0,Home,300,4.588784124649604,951640,True,0.38,477
White,Female,2011-11-01,60614.0,56698.678468899525,Personal,18,0.1139934554400116,24169,False,0.08,478
White,Female,2015-01-01,60625.0,56698.678468899525,Home,300,5.342216351435446,595806,True,0.11,479
Hispanic/Latino,Male,2018-11-01,60625.0,88042.0,Home,240,2.479059146321207,556995,True,2.2,480
White,Male,2012-05-01,60626.0,49873.0,Home,360,3.5427313123862487,392954,False,0.16,481
White,Female,2016-08-01,60614.0,171080.0,Auto,72,5.336729934293095,32059,True,0.4,482
Asian,Female,2016-01-01,60614.0,56698.678468899525,Auto,72,4.216514997076832,66409,True,0.34,483
White,Male,2015-02-01,60611.0,153704.0,Home,360,4.178322228753226,1145814,True,0.11,484
White,Female,2012-04-01,60614.0,56698.678468899525,Home,360,4.420698869432743,1052751,True,0.14,485
White,Female,2018-03-01,60625.0,57484.0,Personal,60,13.02325847179731,77310,True,1.51,486
White,Non-Binary,2014-03-01,60614.0,140.0,Auto,84,3.7375618729582047,15081,False,0.08,487
Black,Male,2015-02-01,60623.0,33550.0,Auto,84,5.518344376261989,22477,False,0.11,488
Black,Female,2016-04-01,60623.0,56698.678468899525,Personal,18,2.051593097939853,33335,False,0.37,489
Asian,Female,2012-08-01,60625.0,98721.0,Home,180,2.875997721085129,617044,False,0.13,490
Black,Female,2016-11-01,60615.0,42427.0,Auto,84,5.05978140743356,33986,False,0.41,491
Black,Female,2011-06-01,60615.0,14418.0,Personal,48,16.171779457001353,2445,False,0.09,492
Hispanic/Latino,Female,2014-12-01,60623.0,11636.0,Auto,72,5.867229861944265,18638,False,0.12,493
Black,Female,2016-08-01,60615.0,56698.678468899525,Personal,24,16.8303098870041,37431,True,0.4,494
White,Female,2016-05-01,60614.0,56698.678468899525,Auto,72,4.933251987265315,30321,True,0.37,495
Other,Female,2015-02-01,60615.0,56698.678468899525,Personal,18,4.4076933135080685,66141,True,0.11,496
Black,Female,2017-01-01,60637.0,515.0,Auto,72,5.734061153349903,14717,False,0.65,497
Hispanic/Latino,Female,2015-11-01,60614.0,56698.678468899525,Personal,12,9.619011745072152,214409,True,0.12,498
Black,Male,2017-06-01,60637.0,86218.0,Auto,72,6.409918765946236,46466,True,1.04,499
Black,Male,2015-04-01,60615.0,59020.0,Home,240,5.644484880030913,487007,False,0.12,500
Hispanic/Latino,Female,2017-09-01,60623.0,49938.0,Auto,60,4.659288489358867,5373,False,1.15,501
Asian,Female,2017-04-01,60611.0,5943.0,Personal,24,7.1862094020715865,6997,False,0.9,502
Hispanic/Latino,Female,2014-06-01,60623.0,47240.0,Personal,18,15.806755908409029,50729,True,0.1,503
Black,Male,2017-01-01,60615.0,92014.0,Home,180,3.673825743150496,686019,False,0.65,504
Black,Male,2018-02-01,60615.0,80202.0,Auto,72,5.107402075979543,51363,False,1.42,505
,Female,2013-02-01,60637.0,39567.0,Auto,72,6.625779199771464,2844,False,0.15,506
Hispanic/Latino,Male,2013-05-01,60625.0,134155.0,Home,300,3.215622815367116,1015357,True,0.11,507
Black,Female,2017-07-01,60623.0,34474.0,Personal,12,4.117964146125518,32811,False,1.15,508
White,Male,2018-12-01,60625.0,57082.0,Home,240,2.8291150118751585,371506,True,2.27,509
Black,Female,2018-12-01,60623.0,52427.0,Auto,72,9.235696864929023,19100,True,2.27,510
White,Female,2018-05-01,60614.0,8894.0,Personal,12,9.289211885443752,16349,False,1.7,511
Other,Female,2011-10-01,60625.0,91290.0,Auto,72,4.487958701910091,20992,True,0.07,512
Black,,2016-12-01,60622.153968253966,89246.0,Home,300,2.431759894498394,557293,False,0.54,513
Hispanic/Latino,Male,2015-03-01,60625.0,56698.678468899525,Personal,18,1.532203669714886,31343,False,0.11,514
Other,Male,2018-12-01,60625.0,69382.0,Home,180,7.00777931714112,577857,False,2.27,515
White,Female,2018-08-01,60622.153968253966,56698.678468899525,Auto,72,7.339188931579556,42101,True,1.91,516
White,Female,2013-07-01,60622.153968253966,56698.678468899525,Home,240,3.8656063469462394,1173061,False,0.09,517
White,Female,2015-06-01,60614.0,151506.0,Home,240,3.3305241035519573,1002510,True,0.13,518
Black,Male,2018-02-01,60637.0,30852.0,Auto,72,5.3342185586881525,8226,False,1.42,519
White,Female,2017-01-01,60614.0,144235.0,Personal,60,15.444532218667208,81837,False,0.65,520
Black,Male,2011-02-01,60637.0,17947.0,Auto,84,5.082811441220283,26389,False,0.16,521
Other,Male,2013-07-01,60614.0,19128.0,Auto,84,4.189811408185813,12693,True,0.09,522
Other,Female,2018-08-01,60625.0,56698.678468899525,Auto,72,5.895133562671466,115354,True,1.91,523
Other,Female,2017-10-01,60625.0,56698.678468899525,Personal,60,14.673587794205911,16804,True,1.15,524
White,Male,2015-06-01,60614.0,51377.0,Personal,48,7.710450824467608,76554,True,0.13,525
White,Female,2018-03-01,60611.0,56698.678468899525,Auto,72,4.352268344720699,15027,True,1.51,526
White,Male,2015-01-01,60615.0,56698.678468899525,Home,180,6.554547456657058,404853,False,0.11,527
White,Male,2016-09-01,60614.0,16726.0,Home,180,8.755882141015459,144157,False,0.4,528
White,Male,2012-06-01,60626.0,95131.0,Home,360,4.489193327861561,742668,True,0.16,529
White,Male,2011-12-01,60614.0,125254.0,Home,360,2.6487513829927383,887141,True,0.07,530
White,Female,2018-10-01,60611.0,56698.678468899525,Auto,60,6.04672392468853,69506,True,2.19,531
Hispanic/Latino,Male,2012-08-01,60623.0,25570.0,Auto,72,5.6147672604319245,32022,False,0.13,532
,Male,2013-08-01,60637.0,58478.0,Home,300,2.0137063572527683,338380,False,0.08,533
Hispanic/Latino,Male,2013-01-01,60625.0,7921.0,Auto,84,3.767288972286536,16805,True,0.14,534
Other,Female,2015-12-01,60637.0,32526.0,Auto,72,3.99092549014586,27553,False,0.24,535
White,Female,2017-10-01,60614.0,88282.0,Home,360,5.106229502608434,594533,True,1.15,536
White,Male,2013-09-01,60611.0,241306.0,Auto,72,3.398068559568104,35455,True,0.08,537
Black,Female,2018-11-01,60623.0,56698.678468899525,Personal,24,3.521126631040814,23109,False,2.2,538
Black,Male,2016-05-01,60637.0,3383.0,Home,300,2.207146588654591,16527,False,0.37,539
Other,Male,2018-11-01,60625.0,138769.0,Home,240,2.3833221130168702,1271004,False,2.2,540
Black,Female,2018-09-01,60623.0,56698.678468899525,Personal,12,12.593842056085425,46036,True,1.95,541
Asian,Female,2017-09-01,60625.0,56698.678468899525,Personal,48,11.330986757505867,25302,True,1.15,542
Other,Female,2015-02-01,60614.0,2746.0,Auto,72,5.113212108553893,15856,False,0.11,543
Black,Female,2016-11-01,60623.0,56370.0,Home,180,8.15709038302827,424280,False,0.41,544
White,Male,2013-12-01,60626.0,125056.0,Auto,72,3.1607853424160144,39268,False,0.09,545
White,Female,2017-09-01,60614.0,18713.0,Personal,24,23.579119328042783,9198,True,1.15,546
Black,,2016-05-01,60637.0,7165.0,Auto,72,5.83104377646309,12352,False,0.37,547
Hispanic/Latino,Male,2014-02-01,60623.0,11194.0,Personal,18,7.183471073806695,4841,False,0.07,548
White,Male,2011-10-01,60614.0,56698.678468899525,Auto,60,5.7202964297551455,16865,False,0.07,549
Other,Female,2017-11-01,60637.0,62422.0,Auto,72,7.67510616303321,97095,False,1.16,550
White,Female,2017-12-01,60625.0,71888.0,Home,240,5.797236007653978,576034,False,1.3,551
Hispanic/Latino,Female,2015-01-01,60614.0,100724.0,Home,360,5.869262934856503,906610,True,0.11,552
Black,Female,2017-11-01,60637.0,25567.0,Home,180,6.923651832575027,147375,False,1.16,553
White,Male,2018-05-01,60611.0,162332.0,Home,300,7.796371960269538,1102811,True,1.7,554
Hispanic/Latino,Male,2018-03-01,60623.0,25360.0,Auto,72,7.7821940803315535,17073,False,1.51,555
Black,Male,2016-10-01,60623.0,31290.0,Auto,60,6.061593682660273,14676,False,0.4,556
White,Female,2013-10-01,60614.0,56698.678468899525,Auto,72,4.540179965324445,26827,True,0.09,557
Hispanic/Latino,Female,2011-10-01,60626.0,30727.0,Auto,84,5.420580623857476,25718,False,0.07,558
White,Female,2018-03-01,60625.0,20903.0,Personal,60,6.012713383214445,36341,True,1.51,559
,Male,2017-02-01,60611.0,227036.0,Home,360,2.8237594023845864,1782010,True,0.66,560
Black,,2015-11-01,60623.0,72391.0,Home,300,1.974618214346788,389466,False,0.12,561
White,Female,2016-02-01,60625.0,56698.678468899525,Personal,12,23.163845150698755,161220,True,0.38,562
Other,Male,2011-08-01,60623.0,24522.0,Personal,18,1.2726597172897611,28279,False,0.1,563
Black,Male,2017-05-01,60623.0,22450.0,Home,360,3.0402525373872207,161758,False,0.91,564
White,Female,2012-08-01,60614.0,148429.0,Home,180,2.710583411244824,904396,False,0.13,565
White,Male,2011-12-01,60615.0,29886.0,Auto,72,3.985485330723986,4016,False,0.07,566
Other,Female,2011-04-01,60615.0,4170.0,Personal,24,6.431843806405729,2861,False,0.1,567
Hispanic/Latino,Female,2011-05-01,60623.0,52958.0,Home,300,6.59682685242781,335447,False,0.09,568
White,Male,2014-04-01,60614.0,293385.0,Auto,60,5.314807023329388,51020,True,0.09,569
White,Female,2018-11-01,60625.0,56698.678468899525,Auto,72,6.394564235505238,26242,True,2.2,570
White,Female,2018-04-01,60611.0,56698.678468899525,Home,360,5.5441934129724455,1306642,True,1.69,571
White,Male,2012-12-01,60611.0,78927.0,Home,180,3.604619933334825,587150,False,0.16,572
Black,Female,2017-10-01,60615.0,91612.0,Auto,72,8.215236383793968,29878,True,1.15,573
