race,gender,date,zip,income,type,term,interest,principal,approved,adj_bls_2,id
black,female,2018-01-01,60637.0,41907.0,personal,18,4.235830700946699,43108,True,1.41,AP20181-1-99
black,female,2017-02-01,60637.0,,personal,48,16.939771329845264,46379,True,0.66,AP20172-2-8
black,female,2017-01-01,60615.0,19133.0,auto,60,7.157459906963504,10395,False,0.65,AP20171-1-55
hispanic/latino,male,2014-12-01,60625.0,18974.0,auto,60,3.0504647712621713,30065,True,0.12,AP201412-3-27
black,,2012-08-01,60625.0,14199.0,personal,48,8.784562990027906,14844,True,0.13,AP20128-1-35
black,,2012-08-01,60625.0,14199.0,,48,8.784562990027906,14844,True,0.13,AP20128-1-35
white,female,2018-05-01,60626.0,,personal,18,16.713809409474738,39834,True,1.7,AP20185-0-21
white,female,2016-01-01,60611.0,,auto,60,6.244258894263678,22983,True,0.34,AP20161-3-29
black,male,2015-09-01,60615.0,70039.0,home,180,9.194406205071605,602990,False,0.14,AP20159-2-79
white,male,2017-10-01,60625.0,55812.0,auto,84,5.963828613528031,7296,True,1.15,AP201710-1-41
white,female,2016-11-01,60611.0,171430.0,auto,72,6.567750394250443,56805,True,0.41,AP201611-3-47
other,male,2012-06-01,60637.0,,auto,60,3.7117251582597017,17227,False,0.16,AP20126-1-77
black,male,2017-04-01,60637.0,30808.0,personal,48,2.171796340307178,6545,False,0.9,AP20174-2-66
white,female,2013-10-01,60614.0,178477.0,home,300,2.8495973989809844,1092965,True,0.09,AP201310-0-45
other,male,2018-02-01,60614.0,,home,180,3.192502868871749,629111,False,1.42,AP20182-0-22
white,male,2018-01-01,60611.0,115858.0,home,300,1.7726751542290284,959067,True,1.41,AP20181-1-25
black,female,2018-05-01,60615.0,4264.0,auto,84,7.536191119431213,14651,False,1.7,AP20185-3-79
black,female,2018-10-01,60615.0,42604.0,auto,72,7.897595819516548,8615,False,2.19,AP201810-0-69
white,male,2018-02-01,60611.0,91864.0,home,240,7.6506293423365,679807,True,1.42,AP20182-2-9
hispanic/latino,female,2014-11-01,60623.0,43604.0,auto,84,5.070660492194769,3847,False,0.09,AP201411-0-10
white,male,2018-08-01,,170168.0,auto,72,6.5146845254766514,38829,True,1.91,AP20188-1-58
black,male,2015-09-01,60615.0,22703.0,auto,72,5.531779591726863,17906,False,0.14,AP20159-0-37
asian,female,2017-04-01,60637.0,19733.0,auto,84,6.105654844560017,7100,False,0.9,AP20174-1-14
white,male,2015-01-01,60614.0,134938.0,home,240,2.2114271293112697,920269,True,0.11,AP20151-2-95
hispanic/latino,female,2015-07-01,60623.0,,home,300,2.593048326465496,306927,False,0.13,AP20157-0-13
other,female,2016-11-01,60625.0,86517.0,home,180,0.8554306078339013,798237,False,0.41,AP201611-3-4
other,male,2017-07-01,60626.0,40247.0,auto,60,5.645225534596237,22766,False,1.15,AP20177-1-33
hispanic/latino,female,2012-08-01,60623.0,,personal,24,12.548678406556972,128149,True,0.13,AP20128-1-68
other,female,2018-05-01,60626.0,66791.0,home,360,8.143439062567621,511060,True,1.7,AP20185-2-58
black,female,2012-09-01,60637.0,35789.0,home,300,3.161560094058971,259448,False,0.14,AP20129-1-50
white,female,2014-02-01,60625.0,60502.0,home,240,0.39434494920206226,403944,False,0.07,AP20142-0-26
hispanic/latino,male,2017-10-01,60623.0,48700.0,auto,72,7.900808180068363,30940,False,1.15,AP201710-3-47
black,male,2017-04-01,60623.0,47000.0,personal,12,5.733148600246635,40642,True,0.9,AP20174-3-91
white,female,2016-07-01,60637.0,54770.0,personal,24,17.384574664218967,30021,True,0.39,AP20167-2-2
white,male,2016-08-01,60614.0,130716.0,auto,84,3.830447899933759,33378,True,0.4,AP20168-0-74
asian,female,2017-08-01,60611.0,,home,300,5.584187786971453,532049,True,1.16,AP20178-1-91
black,male,2017-06-01,60626.0,129512.0,home,360,5.87227886080629,825827,True,1.04,AP20176-2-70
white,female,2015-11-01,60615.0,3538.0,home,300,2.297681958757663,22103,False,0.12,AP201511-3-67
white,male,2015-03-01,60611.0,45760.0,home,240,3.893695148102894,354868,False,0.11,AP20153-3-72
black,female,2016-05-01,60626.0,1812.0,home,180,2.54130484200304,14439,False,0.37,AP20165-1-88
hispanic/latino,male,2018-03-01,60625.0,12695.0,personal,24,6.824813686669257,14329,False,1.51,AP20183-0-31
asian,female,2016-06-01,60625.0,73230.0,home,360,1.543782069879558,448593,True,0.38,AP20166-2-84
other,male,2016-04-01,60637.0,81431.0,auto,72,5.558272445873914,48404,False,0.37,AP20164-2-62
white,female,2016-12-01,60611.0,77102.0,home,240,1.9054782142454911,658063,False,0.54,AP201612-0-71
black,male,2017-04-01,60637.0,44839.0,auto,72,5.520821822323907,34994,False,0.9,AP20174-1-85
black,male,2016-01-01,60623.0,41344.0,auto,84,5.418301778725522,16172,False,0.34,AP20161-1-33
other,male,2015-06-01,60625.0,4174.0,personal,18,13.127306836430533,6225,False,0.13,AP20156-3-63
other,male,2013-04-01,60615.0,21733.0,home,360,3.4181834150027286,179851,False,0.15,AP20134-0-14
black,male,2017-07-01,60615.0,61483.0,auto,72,5.592395446881383,38245,False,1.15,AP20177-2-71
black,female,2018-06-01,60615.0,,personal,24,9.658455300003968,71093,True,1.82,AP20186-2-4
white,male,2015-08-01,60626.0,71590.0,home,360,2.4314473049141765,542773,False,0.14,AP20158-2-62
black,male,2015-03-01,60625.0,127411.0,home,360,7.618554620101337,1012108,True,0.11,AP20153-2-59
white,male,2016-03-01,60625.0,299486.0,auto,84,6.038851661626998,101184,True,0.36,AP20163-3-21
white,male,2018-03-01,60614.0,74273.0,auto,72,7.019738542753953,7515,True,1.51,AP20183-3-73
hispanic/latino,male,2018-10-01,60625.0,2864.0,personal,12,12.800205691977446,3550,False,2.19,AP201810-3-28
white,male,2017-05-01,60614.0,167789.0,personal,24,21.564365757166787,137416,True,0.91,AP20175-0-74
other,male,2018-04-01,60626.0,71560.0,home,240,9.260076364830068,543545,False,1.69,AP20184-0-92
black,female,2018-09-01,60623.0,28446.0,auto,60,5.17663257255741,10411,False,1.95,AP20189-2-40
other,female,2017-04-01,60625.0,,home,240,6.55698287004112,232770,True,0.9,AP20174-0-46
white,male,2016-05-01,60615.0,9373.0,personal,12,0.6949326800805932,16195,False,0.37,AP20165-2-49
asian,male,2017-03-01,60625.0,,home,360,2.064784606942994,570381,True,0.79,AP20173-1-26
hispanic/latino,female,2017-04-01,60623.0,27033.0,home,360,4.4354230116983375,182176,False,0.9,AP20174-3-95
other,female,2018-12-01,60637.0,39818.0,auto,72,6.244081485241208,27890,False,2.27,AP201812-1-21
black,female,2013-07-01,60615.0,86745.0,home,300,1.541900003430654,650206,False,0.09,AP20137-2-99
other,female,2014-05-01,60625.0,75711.0,home,180,1.9642959985297375,536420,False,0.09,AP20145-0-90
black,male,2018-02-01,60615.0,82319.0,home,300,3.034457188393845,540719,False,1.42,AP20182-3-34
white,male,2012-05-01,60625.0,38148.0,personal,12,16.253256041323965,36141,True,0.16,AP20125-0-55
white,female,2016-05-01,60611.0,60695.0,personal,60,11.008222689657815,66416,True,0.37,AP20165-3-90
other,male,2014-12-01,60625.0,73428.0,home,360,1.971636840473026,468738,True,0.12,AP201412-1-32
other,male,2017-02-01,60623.0,53004.0,auto,72,5.539405055589723,45296,False,0.66,AP20172-3-0
other,female,2013-12-01,60625.0,124745.0,home,240,2.9162021365761315,818866,True,0.09,AP201312-3-48
,male,2015-08-01,60615.0,60350.0,auto,60,4.935792432245809,12873,False,0.14,AP20158-2-36
white,male,2015-11-01,60625.0,126.0,home,300,1.1269521115818666,814,False,0.12,AP201511-2-45
black,female,2018-09-01,60623.0,17882.0,personal,18,2.287140079917818,3291,False,1.95,AP20189-0-27
hispanic/latino,female,2014-11-01,60623.0,51149.0,auto,72,4.77145593512131,30260,False,0.09,AP201411-3-80
other,male,2013-10-01,60626.0,90456.0,home,300,3.854214625006743,798435,True,0.09,AP201310-1-85
black,female,2017-12-01,60615.0,19515.0,home,180,5.063938473640978,147622,False,1.3,AP201712-0-82
hispanic/latino,female,2018-10-01,60623.0,992.0,auto,84,4.675051212414953,15760,False,2.19,AP201810-2-41
white,male,2015-08-01,60614.0,200119.0,auto,72,5.728454883062071,224200,True,0.14,AP20158-3-63
black,female,2016-11-01,60626.0,9137.0,personal,48,3.6586203621767943,6361,False,0.41,AP201611-3-45
hispanic/latino,male,2018-11-01,60625.0,58040.0,auto,72,7.0699440995033545,36879,True,2.2,AP201811-1-26
black,male,2013-09-01,60637.0,81577.0,auto,84,4.138426867043162,83941,False,0.08,AP20139-2-92
black,male,2013-06-01,60637.0,34822.0,personal,18,12.808252127765892,60275,True,0.09,AP20136-0-59
black,female,2015-06-01,60623.0,34688.0,home,360,2.893282266413479,222120,False,0.13,AP20156-2-1
black,female,2011-03-01,60615.0,56864.0,auto,84,5.350320403452674,21155,False,0.14,AP20113-1-82
white,female,2014-10-01,60614.0,66961.0,home,240,4.191794479564184,344625,True,0.09,AP201410-2-20
black,male,2017-10-01,60623.0,59157.0,auto,60,6.46572207284888,14391,False,1.15,AP201710-1-19
black,female,2018-02-01,60615.0,10335.0,auto,72,5.1051420030289805,3848,False,1.42,AP20182-3-30
other,male,2011-07-01,60626.0,72462.0,auto,72,6.131189392333392,60254,False,0.07,AP20117-1-40
other,male,2014-02-01,60637.0,70553.0,home,360,2.7528316611434485,566977,False,0.07,AP20142-1-63
black,female,2018-11-01,60623.0,36489.0,auto,84,8.006617167592754,6451,False,2.2,AP201811-2-86
white,female,2013-04-01,60625.0,88733.0,home,360,5.420550920179172,641463,True,0.15,AP20134-3-63
hispanic/latino,female,2016-04-01,60626.0,,home,360,5.44642404684646,576342,True,0.37,AP20164-1-41
black,female,2015-06-01,,35385.0,home,300,3.314632091519706,226809,False,0.13,AP20156-3-41
white,male,2018-11-01,60615.0,84920.0,home,180,5.557743054311359,550175,False,2.2,AP201811-3-48
other,female,2011-08-01,60637.0,14070.0,personal,12,19.193099467101057,21182,True,0.1,AP20118-2-24
black,female,2017-04-01,60614.0,,auto,60,5.78643571016928,8241,True,0.9,AP20174-0-9
black,female,2016-02-01,60626.0,2658.0,personal,24,5.803977515326029,782,False,0.38,AP20162-2-56
black,female,2015-09-01,60626.0,35386.0,auto,60,2.5286372072851604,16911,False,0.14,AP20159-0-41
white,female,2018-11-01,60615.0,39739.0,personal,24,10.152443983016415,39263,True,2.2,AP201811-2-72
white,female,2018-06-01,60611.0,101407.0,home,360,4.422228841614621,824142,True,1.82,AP20186-1-42
white,male,2016-11-01,60614.0,76344.0,home,300,3.3306780803007894,613305,True,0.41,AP201611-0-18
white,male,2016-01-01,60625.0,3067.0,personal,60,13.624455863625172,4848,True,0.34,AP20161-2-62
black,female,2017-03-01,,35997.0,auto,72,4.838294322324324,25282,False,0.79,AP20173-2-3
black,male,2013-12-01,60637.0,9742.0,home,240,3.405351655735802,67887,False,0.09,AP201312-0-80
hispanic/latino,female,2016-11-01,60625.0,109148.0,home,240,1.7464245860945804,859827,False,0.41,AP201611-0-68
black,female,2013-04-01,60626.0,74083.0,home,360,2.0773632242193445,498749,False,0.15,AP20134-0-51
hispanic/latino,male,2011-06-01,60625.0,,home,360,4.813727891886612,397800,True,0.09,AP20116-2-89
white,female,2012-02-01,60615.0,23178.0,personal,18,12.504255690083886,36619,True,0.1,AP20122-2-52
asian,female,2016-06-01,60615.0,32216.0,auto,72,5.1436583240609774,15767,False,0.38,AP20166-0-58
white,female,2011-10-01,60625.0,25350.0,home,360,3.2541227919700693,145166,True,0.07,AP201110-3-49
other,female,2016-01-01,60614.0,,home,360,4.160949928337668,773494,True,0.34,AP20161-2-100
white,female,2014-11-01,60611.0,,auto,84,3.7012567553960825,9188,True,0.09,AP201411-1-27
asian,female,2011-03-01,60625.0,,home,360,2.86278175624448,1220574,True,0.14,AP20113-2-53
black,female,2016-04-01,60615.0,42962.0,home,300,0.923042585571256,364121,False,0.37,AP20164-1-95
other,male,2018-01-01,60625.0,50107.0,home,240,1.8828080701077685,314745,False,1.41,AP20181-2-93
hispanic/latino,male,2013-03-01,60623.0,5494.0,personal,18,5.982489296310787,6986,False,0.14,AP20133-1-30
hispanic/latino,male,2014-12-01,60623.0,25823.0,home,300,1.0172512040140589,167586,False,0.12,AP201412-0-44
other,male,2018-11-01,60637.0,27844.0,auto,72,6.655115315167017,46937,False,2.2,AP201811-1-42
white,male,2013-11-01,60611.0,79274.0,auto,84,4.4221261297238215,56925,True,0.08,AP201311-1-45
black,male,2016-01-01,,28906.0,personal,60,5.913504276299562,36883,True,0.34,AP20161-0-50
,male,2011-03-01,60611.0,156202.0,auto,72,5.8777676309592595,1019,False,0.14,AP20113-0-12
white,female,2017-11-01,60625.0,,auto,72,6.097132693281871,17159,True,1.16,AP201711-3-90
hispanic/latino,male,2013-09-01,60626.0,13501.0,auto,72,3.6719754774403155,7966,False,0.08,AP20139-2-45
black,male,2015-03-01,60625.0,121477.0,home,360,3.1840339373040094,873135,True,0.11,AP20153-2-58
black,male,2015-10-01,60625.0,17918.0,personal,60,8.190942692919597,20324,True,0.12,AP201510-0-21
white,male,2018-03-01,60614.0,329941.0,auto,84,3.978488338739786,349635,True,1.51,AP20183-2-69
hispanic/latino,male,2015-11-01,60615.0,89410.0,home,300,1.7931501985224516,533825,False,0.12,AP201511-3-23
asian,male,2013-04-01,60611.0,629.0,auto,84,4.995348648353808,15152,False,0.15,AP20134-0-15
black,male,2016-04-01,60623.0,48679.0,personal,12,21.19176173621101,41467,True,0.37,AP20164-1-89
other,male,2015-09-01,60615.0,42247.0,auto,84,6.083950477544289,49509,False,0.14,AP20159-3-60
black,male,2016-07-01,60637.0,102194.0,home,240,1.4427639109847545,592361,False,0.39,AP20167-3-86
black,female,2016-03-01,60623.0,21092.0,auto,84,5.335002326607182,14108,False,0.36,AP20163-1-19
other,female,2013-08-01,60614.0,59204.0,home,180,2.7420168682242365,434869,False,0.08,AP20138-2-29
white,male,2017-09-01,60614.0,52176.0,personal,60,9.336209884567864,46616,False,1.15,AP20179-1-89
other,female,2011-03-01,60637.0,16048.0,auto,72,5.30039271217263,18474,False,0.14,AP20113-0-38
hispanic/latino,female,2018-08-01,60626.0,50383.0,auto,84,6.234242252069713,36329,False,1.91,AP20188-1-89
white,male,2017-03-01,60611.0,189741.0,home,300,6.176299048144986,1343481,True,0.79,AP20173-3-99
black,male,2013-08-01,60623.0,73698.0,personal,18,8.446364218289542,93899,True,0.08,AP20138-0-74
black,female,2015-04-01,60623.0,57353.0,home,300,1.073120867396387,405753,False,0.12,AP20154-2-16
black,female,2018-02-01,60623.0,,personal,24,18.38858420993109,36143,True,1.42,AP20182-2-39
black,male,2013-09-01,60625.0,22656.0,personal,18,15.592159691349847,32641,True,0.08,AP20139-1-33
hispanic/latino,male,2017-05-01,60623.0,14342.0,auto,72,5.9498883584468185,16955,False,0.91,AP20175-0-55
hispanic/latino,male,2012-03-01,60623.0,20919.0,auto,84,7.064220985838372,26701,False,0.13,AP20123-1-23
black,male,2018-08-01,60615.0,114606.0,auto,72,6.05813002527402,9131,False,1.91,AP20188-2-32
white,female,2017-01-01,60614.0,92099.0,personal,60,13.720472811144694,74963,False,0.65,AP20171-3-58
black,male,2015-01-01,60625.0,104679.0,home,360,4.916286083463166,677265,True,0.11,AP20151-3-3
black,male,2017-12-01,60623.0,98328.0,auto,84,6.355524466930707,44913,True,1.3,AP201712-2-68
asian,male,2017-12-01,60625.0,34778.0,auto,72,6.530796139554902,34420,True,1.3,AP201712-1-28
black,female,2016-12-01,,48235.0,auto,72,3.824858604931277,17935,False,0.54,AP201612-0-86
black,female,2012-08-01,60623.0,29690.0,auto,72,5.624324564531347,666,False,0.13,AP20128-1-51
hispanic/latino,male,2016-01-01,60626.0,,personal,18,7.191772264366823,51954,True,0.34,AP20161-3-45
white,male,2016-04-01,60614.0,53120.0,personal,18,24.226249111369714,51673,True,0.37,AP20164-0-38
white,female,2013-11-01,60625.0,,home,300,3.629660077995651,165579,True,0.08,AP201311-3-32
hispanic/latino,female,2014-06-01,60623.0,13638.0,auto,72,6.593189609916378,2636,False,0.1,AP20146-3-77
black,female,2017-12-01,60637.0,27757.0,auto,60,6.3076089391796994,3283,False,1.3,AP201712-0-36
white,male,2017-11-01,60614.0,13574.0,personal,60,14.969271993573386,18486,True,1.16,AP201711-0-73
black,male,2016-08-01,60637.0,102350.0,home,360,1.5392591053237976,798843,False,0.4,AP20168-0-92
white,male,2011-06-01,60614.0,37449.0,home,240,0.5961180103963769,202442,False,0.09,AP20116-0-60
white,male,2012-03-01,60614.0,121383.0,auto,72,5.266428887684088,39448,True,0.13,AP20123-1-96
white,male,2015-03-01,60614.0,77822.0,home,240,1.973606016702763,592356,True,0.11,AP20153-2-97
,female,2017-06-01,60615.0,25201.0,home,300,1.1184414737733448,155990,False,1.04,AP20176-3-12
white,female,2013-01-01,60611.0,93594.0,home,180,0.4181822516582162,522159,False,0.14,AP20131-3-52
hispanic/latino,male,2012-12-01,60623.0,26678.0,auto,72,4.9354547099880826,18373,False,0.16,AP201212-3-74
hispanic/latino,male,2018-03-01,60623.0,41398.0,auto,72,7.957191506631849,20209,True,1.51,AP20183-1-71
white,female,2012-10-01,60614.0,,auto,72,5.3073338720614975,44486,True,0.16,AP201210-2-9
white,male,2011-11-01,60614.0,82927.0,home,300,1.9391238010480627,575908,True,0.08,AP201111-0-70
black,non-binary,2013-04-01,60623.0,36379.0,personal,24,4.880426908850996,36930,True,0.15,AP20134-2-100
white,female,2015-10-01,60625.0,,auto,60,4.180001320336386,23339,True,0.12,AP201510-0-99
white,female,2016-01-01,60626.0,49316.0,auto,72,4.877349760493687,9207,False,0.34,AP20161-2-97
hispanic/latino,male,2011-10-01,60623.0,,home,300,3.583314386183807,538428,False,0.07,AP201110-1-50
black,female,2014-05-01,60615.0,7591.0,personal,48,5.532879059387824,6762,False,0.09,AP20145-3-71
other,male,2018-12-01,60614.0,116217.0,auto,60,6.001161471052348,36451,True,2.27,AP201812-1-79
black,male,2018-08-01,60615.0,57330.0,home,180,3.880061624494393,375931,False,1.91,AP20188-2-49
other,female,2013-03-01,60625.0,,home,360,1.1514218792495279,602059,True,0.14,AP20133-0-22
other,female,2016-08-01,60615.0,,personal,48,4.489310715266354,43579,True,0.4,AP20168-1-8
black,male,2016-03-01,60615.0,28112.0,auto,72,6.217101115705287,34743,False,0.36,AP20163-1-27
white,female,2013-08-01,60611.0,,personal,18,12.541741385013763,14738,True,0.08,AP20138-0-56
black,female,2015-06-01,60626.0,54917.0,personal,60,19.23367121019323,11754,False,0.13,AP20156-0-83
hispanic/latino,female,2015-11-01,60625.0,51237.0,home,240,1.5840694873345447,382534,False,0.12,AP201511-0-63
black,female,2016-09-01,60637.0,57515.0,home,240,6.4406219159053695,387204,False,0.4,AP20169-0-79
white,female,2015-01-01,60637.0,88712.0,home,360,1.9976261558025592,665398,False,0.11,AP20151-3-86
black,female,2017-12-01,60637.0,,personal,48,2.9808674079406634,19032,True,1.3,AP201712-1-63
other,male,2018-03-01,60615.0,126398.0,auto,72,6.60869712670346,66587,True,1.51,AP20183-0-68
white,male,2015-08-01,60614.0,107306.0,home,360,2.4333118086517813,854103,True,0.14,AP20158-2-12
black,female,2015-03-01,60615.0,,auto,72,4.850133821292279,15666,False,0.11,AP20153-0-34
other,female,2016-04-01,60625.0,55621.0,auto,84,5.948825220736283,3807,False,0.37,AP20164-3-3
other,female,2012-05-01,60626.0,57419.0,home,360,0.8402318857614736,473968,False,0.16,AP20125-2-18
asian,male,2016-11-01,60615.0,115207.0,auto,84,5.371382483654314,91440,False,0.41,AP201611-0-91
asian,female,2016-10-01,60637.0,18000.0,home,300,2.731636451124713,120332,False,0.4,AP201610-3-22
white,female,2015-11-01,60615.0,87733.0,home,360,4.307337524250772,579583,False,0.12,AP201511-0-29
white,male,2017-03-01,60625.0,108722.0,auto,84,5.182509706660558,107046,True,0.79,AP20173-1-24
other,male,2018-04-01,60611.0,263923.0,auto,84,8.747031878688938,67088,True,1.69,AP20184-3-14
white,female,2013-04-01,60625.0,112684.0,home,240,4.130032393711497,822553,True,0.15,AP20134-2-66
black,male,2013-07-01,60615.0,44269.0,auto,72,4.722096752197466,23657,False,0.09,AP20137-1-96
hispanic/latino,female,2014-09-01,60625.0,,auto,72,7.061542245751031,12233,True,0.09,AP20149-3-14
white,,2015-12-01,60614.0,111631.0,home,360,2.7935760960170803,825891,True,0.24,AP201512-0-85
hispanic/latino,female,2016-10-01,60623.0,34289.0,auto,84,5.323235409285085,19977,False,0.4,AP201610-2-80
black,male,2011-09-01,60637.0,7338.0,auto,60,5.113579083847121,13112,False,0.08,AP20119-3-75
black,male,2018-02-01,60637.0,18732.0,personal,60,16.037333706844485,25603,True,1.42,AP20182-0-49
white,,2016-02-01,60625.0,,auto,60,3.5337471920706447,12652,True,0.38,AP20162-0-67
black,female,2013-01-01,,,home,180,7.006678140326097,448189,False,0.14,AP20131-2-93
black,male,2016-06-01,60623.0,62321.0,home,360,1.3648322538059734,358476,False,0.38,AP20166-1-88
black,female,2014-06-01,60637.0,,personal,24,15.001372317361223,21704,True,0.1,AP20146-2-80
asian,female,2017-07-01,60614.0,194273.0,auto,60,7.54585977736356,161341,True,1.15,AP20177-0-44
white,male,2015-04-01,60614.0,78145.0,home,240,2.880899715184917,640166,False,0.12,AP20154-3-38
white,female,2013-06-01,60611.0,1768.0,auto,60,4.093703456807315,15475,False,0.09,AP20136-0-37
hispanic/latino,male,2018-09-01,60623.0,37181.0,home,360,5.850299853423764,269030,False,1.95,AP20189-3-58
white,male,2018-03-01,60614.0,,home,240,4.878488025381343,583235,True,1.51,AP20183-1-8
black,female,2012-02-01,60615.0,2123.0,auto,84,5.189486271316556,13651,False,0.1,AP20122-2-53
white,male,2018-12-01,60625.0,76996.0,auto,84,8.126387259540673,24980,True,2.27,AP201812-0-67
black,male,2016-06-01,60615.0,111292.0,home,300,4.588784124649604,951640,True,0.38,AP20166-2-39
white,female,2011-11-01,60614.0,,personal,18,0.11399345544001165,24169,False,0.08,AP201111-1-4
white,female,2015-01-01,60625.0,,home,300,5.342216351435446,595806,True,0.11,AP20151-3-25
hispanic/latino,male,2018-11-01,60625.0,88042.0,home,240,2.479059146321207,556995,True,2.2,AP201811-1-76
white,male,2012-05-01,60626.0,49873.0,home,360,3.5427313123862487,392954,False,0.16,AP20125-3-30
white,female,2016-08-01,60614.0,171080.0,auto,72,5.336729934293095,32059,True,0.4,AP20168-0-65
asian,female,2016-01-01,60614.0,,auto,72,4.216514997076832,66409,True,0.34,AP20161-2-60
white,male,2015-02-01,60611.0,153704.0,home,360,4.178322228753226,1145814,True,0.11,AP20152-0-42
white,female,2012-04-01,60614.0,,home,360,4.4206988694327425,1052751,True,0.14,AP20124-3-33
white,female,2018-03-01,60625.0,57484.0,personal,60,13.02325847179731,77310,True,1.51,AP20183-3-94
white,non-binary,2014-03-01,60614.0,140.0,auto,84,3.7375618729582047,15081,False,0.08,AP20143-3-67
black,male,2015-02-01,60623.0,33550.0,auto,84,5.518344376261989,22477,False,0.11,AP20152-2-93
black,female,2016-04-01,60623.0,,personal,18,2.051593097939853,33335,False,0.37,AP20164-3-27
asian,female,2012-08-01,60625.0,98721.0,home,180,2.875997721085129,617044,False,0.13,AP20128-2-3
black,female,2016-11-01,60615.0,42427.0,auto,84,5.05978140743356,33986,False,0.41,AP201611-0-89
black,female,2011-06-01,60615.0,14418.0,personal,48,16.171779457001353,2445,False,0.09,AP20116-3-40
hispanic/latino,female,2014-12-01,60623.0,11636.0,auto,72,5.867229861944265,18638,False,0.12,AP201412-2-75
black,female,2016-08-01,60615.0,,personal,24,16.8303098870041,37431,True,0.4,AP20168-0-21
white,female,2016-05-01,60614.0,,auto,72,4.933251987265315,30321,True,0.37,AP20165-1-93
other,female,2015-02-01,60615.0,,personal,18,4.4076933135080685,66141,True,0.11,AP20152-1-29
black,female,2017-01-01,60637.0,515.0,auto,72,5.734061153349903,14717,False,0.65,AP20171-3-27
hispanic/latino,female,2015-11-01,60614.0,,personal,12,9.619011745072152,214409,True,0.12,AP201511-2-43
black,male,2017-06-01,60637.0,86218.0,auto,72,6.409918765946236,46466,True,1.04,AP20176-3-42
black,male,2015-04-01,60615.0,59020.0,home,240,5.644484880030913,487007,False,0.12,AP20154-0-80
hispanic/latino,female,2017-09-01,60623.0,49938.0,auto,60,4.659288489358867,5373,False,1.15,AP20179-0-17
asian,female,2017-04-01,60611.0,5943.0,personal,24,7.1862094020715865,6997,False,0.9,AP20174-1-73
hispanic/latino,female,2014-06-01,60623.0,47240.0,personal,18,15.806755908409027,50729,True,0.1,AP20146-0-18
black,male,2017-01-01,60615.0,92014.0,home,180,3.673825743150496,686019,False,0.65,AP20171-2-7
black,male,2018-02-01,60615.0,80202.0,auto,72,5.107402075979543,51363,False,1.42,AP20182-2-85
,female,2013-02-01,60637.0,39567.0,auto,72,6.625779199771464,2844,False,0.15,AP20132-2-100
hispanic/latino,male,2013-05-01,60625.0,134155.0,home,300,3.2156228153671154,1015357,True,0.11,AP20135-1-54
black,female,2017-07-01,60623.0,34474.0,personal,12,4.117964146125518,32811,False,1.15,AP20177-0-60
white,male,2018-12-01,60625.0,57082.0,home,240,2.8291150118751585,371506,True,2.27,AP201812-1-44
black,female,2018-12-01,60623.0,52427.0,auto,72,9.235696864929025,19100,True,2.27,AP201812-2-67
white,female,2018-05-01,60614.0,8894.0,personal,12,9.289211885443752,16349,False,1.7,AP20185-3-67
other,female,2011-10-01,60625.0,91290.0,auto,72,4.487958701910091,20992,True,0.07,AP201110-0-29
black,,2016-12-01,,89246.0,home,300,2.431759894498394,557293,False,0.54,AP201612-3-53
hispanic/latino,male,2015-03-01,60625.0,,personal,18,1.532203669714886,31343,False,0.11,AP20153-3-100
other,male,2018-12-01,60625.0,69382.0,home,180,7.00777931714112,577857,False,2.27,AP201812-3-47
white,female,2018-08-01,,,auto,72,7.339188931579556,42101,True,1.91,AP20188-0-85
white,female,2013-07-01,,,home,240,3.8656063469462385,1173061,False,0.09,AP20137-3-53
white,female,2015-06-01,60614.0,151506.0,home,240,3.3305241035519573,1002510,True,0.13,AP20156-3-15
black,male,2018-02-01,60637.0,30852.0,auto,72,5.3342185586881525,8226,False,1.42,AP20182-1-39
white,female,2017-01-01,60614.0,144235.0,personal,60,15.444532218667208,81837,False,0.65,AP20171-1-83
black,male,2011-02-01,60637.0,17947.0,auto,84,5.082811441220283,26389,False,0.16,AP20112-0-63
other,male,2013-07-01,60614.0,19128.0,auto,84,4.189811408185813,12693,True,0.09,AP20137-2-13
other,female,2018-08-01,60625.0,,auto,72,5.895133562671466,115354,True,1.91,AP20188-1-90
other,female,2017-10-01,60625.0,,personal,60,14.673587794205911,16804,True,1.15,AP201710-2-72
white,male,2015-06-01,60614.0,51377.0,personal,48,7.710450824467608,76554,True,0.13,AP20156-2-16
white,female,2018-03-01,60611.0,,auto,72,4.352268344720699,15027,True,1.51,AP20183-0-87
white,male,2015-01-01,60615.0,,home,180,6.554547456657058,404853,False,0.11,AP20151-0-19
white,male,2016-09-01,60614.0,16726.0,home,180,8.755882141015459,144157,False,0.4,AP20169-3-80
white,male,2012-06-01,60626.0,95131.0,home,360,4.489193327861561,742668,True,0.16,AP20126-1-100
white,male,2011-12-01,60614.0,125254.0,home,360,2.6487513829927383,887141,True,0.07,AP201112-0-66
white,female,2018-10-01,60611.0,,auto,60,6.04672392468853,69506,True,2.19,AP201810-0-55
hispanic/latino,male,2012-08-01,60623.0,25570.0,auto,72,5.6147672604319245,32022,False,0.13,AP20128-2-75
,male,2013-08-01,60637.0,58478.0,home,300,2.0137063572527683,338380,False,0.08,AP20138-2-96
hispanic/latino,male,2013-01-01,60625.0,7921.0,auto,84,3.767288972286536,16805,True,0.14,AP20131-1-76
